#,id,data_utworzenia,typ_wniosku,powod_operatora,opoznienie,nr_referencyjny,jezyk,kanal,partner,kod_kraju,stan_wniosku,typ_podrozy,zrodlo_polecenia,kwota_rekompensaty_oryginalna,kwota_rekompensaty,liczba_pasazerow,oplata_za_usluge_procent,oplata_za_usluge_prawnicza_procent,roznica_rek,rek_per1pas
326,2098857,2017-08-03 12:23:38.037308,opozniony,pogoda,> 3h,7EFAD9EF,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
327,2098878,2017-08-03 12:32:56.944825,opozniony,pogoda,> 3h,55E4C2A1,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
328,2102150,2017-08-16 08:07:55.689870,opozniony,pogoda,> 3h,5C35177D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
329,2108065,2017-09-06 09:11:20.233140,opozniony,pogoda,> 4h,90BF91B5,en,bezposredni,,ZZ,wyplacony,,,750.00,100.00,3,25,25,650,216.6666666666666667
330,2110738,2017-09-14 12:45:25.058375,opozniony,pogoda,> 3h,E630968B,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
331,2068985,2017-04-26 12:32:13.950371,opozniony,pogoda,> 3h,870A7B16,en,bezposredni,,ZZ,wyplacony,,,500.00,250.00,2,25,25,250,125
332,2102205,2017-08-16 09:24:02.428660,opozniony,pogoda,> 3h,8F7FDCD2,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
333,2098973,2017-08-03 13:15:54.846018,opozniony,pogoda,> 3h,24D20299,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
334,2105312,2017-08-29 07:38:01.493967,opozniony,pogoda,> 3h,DD9FA47A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
335,2102230,2017-08-16 09:38:48.560577,opozniony,pogoda,> 3h,2C697D6E,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
336,2099028,2017-08-03 13:39:36.627265,opozniony,pogoda,> 3h,4BC8C532,en,bezposredni,,IE,wyplacony,,,500.00,350.00,2,25,25,150,75
337,2110822,2017-09-14 13:12:01.742930,opozniony,pogoda,> 3h,75ECB7FD,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
338,2102261,2017-08-16 10:15:24.511963,opozniony,pogoda,> 3h,2B93E07B,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
339,2099194,2017-08-04 08:02:26.610788,opozniony,pogoda,> 3h,0A2597E7,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
340,2105363,2017-08-29 09:22:29.325492,opozniony,pogoda,> 3h,CFD77238,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
341,2105379,2017-08-29 09:26:00.677175,opozniony,pogoda,> 3h,9658CE0A,en,bezposredni,,ZZ,wyplacony,,,500.00,250.00,2,25,25,250,125
342,2122006,2017-10-19 14:12:28.214149,opozniony,pogoda,> 3h,333C4D4D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
343,2099291,2017-08-04 09:12:22.360141,opozniony,pogoda,> 3h,551BE33D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
344,2105407,2017-08-29 11:38:18.372096,opozniony,pogoda,> 3h,F45D3BE3,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
345,2099757,2017-08-07 06:30:19.972185,opozniony,pogoda,> 3h,38A9A28D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
346,2094338,2017-07-24 12:41:36.137448,opozniony,brak powodu,> 3h,ED108F69,en,bezposredni,,PL,wyplacony,,,2400.00,1200.00,4,25,25,1200,300
347,2099813,2017-08-07 07:46:44.765972,opozniony,pogoda,> 3h,BAAFA68C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
348,2088599,2017-07-07 07:32:42.146711,anulowany,brak powodu,nie dotarlem na miejsce,94AC8860,en,bezposredni,,PL,wyplacony,,,600.00,250.00,1,25,25,350,350
349,2129615,2017-11-15 12:10:08.891020,opozniony,pogoda,> 3h,F26D045D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
350,2103030,2017-08-18 09:52:36.858759,opozniony,pogoda,> 3h,F39EC69F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
351,2063825,2017-03-30 12:23:11.639422,opozniony,pogoda,> 3h,39BD7897,en,bezposredni,,ZZ,wyplacony,,,500.00,250.00,2,25,25,250,125
352,2100188,2017-08-08 07:03:37.062622,opozniony,pogoda,> 3h,416CEACC,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
353,2100279,2017-08-08 07:38:09.721492,opozniony,brak powodu,> 3h,20B880E8,en,bezposredni,,PL,wyplacony,,,600.00,350.00,1,25,25,250,250
354,2100389,2017-08-08 12:55:54.423249,opozniony,pogoda,> 3h,D5585A20,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
355,2103059,2017-08-18 11:25:19.345832,opozniony,pogoda,> 3h,634E6F0D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
356,2105681,2017-08-29 14:33:25.319115,opozniony,pogoda,> 3h,09A94275,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
357,54225,2015-11-11 11:56:59.138978,anulowany,strajk,nie dotarlem na miejsce,55E9B5D8,sv,posredni,tui,SE,wyplacony,prywatny,,600.00,200.00,1,35,15,400,400
358,2108455,2017-09-07 06:41:50.216044,opozniony,pogoda,> 3h,F251282B,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
359,2108482,2017-09-07 06:59:16.888570,opozniony,pogoda,> 3h,896D905A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
360,2100612,2017-08-09 08:02:26.550388,opozniony,pogoda,> 3h,38D03804,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
361,2100656,2017-08-09 09:41:08.740148,opozniony,pogoda,> 3h,8E099150,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
362,2103256,2017-08-18 14:29:52.545730,opozniony,pogoda,> 3h,D7F973BB,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
363,2042316,2016-11-24 12:56:44.213570,opozniony,brak powodu,> 3h,A600EDCA,en,bezposredni,,PL,wyplacony,,,600.00,300.00,1,25,25,300,300
364,2122041,2017-10-19 14:16:39.437716,opozniony,pogoda,> 3h,AF310EDE,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
365,2108506,2017-09-07 07:49:03.147374,anulowany,strajk,> 4h,BFD02322,pl,bezposredni,,PL,wyplacony,,,800.00,356.00,2,25,25,444,222
366,2105727,2017-08-29 15:17:58.629209,opozniony,pogoda,> 3h,830B7DA9,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
367,2108035,2017-09-06 08:42:32.055394,opozniony,brak powodu,> 3h,D9B1D7DB,en,bezposredni,,PL,wyplacony,,,500.00,250.00,2,25,25,250,125
368,2100694,2017-08-09 10:09:51.168069,opozniony,pogoda,> 3h,F4A005BA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
369,2103394,2017-08-21 08:38:44.954590,opozniony,pogoda,> 3h,F39EC69F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
370,2100929,2017-08-10 11:46:41.314145,przepelniony,brak powodu,> 3h,96E05C14,en,bezposredni,,US,wyplacony,,,800.00,600.00,2,25,25,200,100
371,2100768,2017-08-09 13:28:05.417716,opozniony,pogoda,> 3h,20ABE66A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
372,2108582,2017-09-07 08:31:01.025075,opozniony,pogoda,> 3h,DAF8750C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
373,2103455,2017-08-21 08:53:38.158428,opozniony,pogoda,> 3h,731A1272,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
374,2075202,2017-05-25 12:51:06.958853,opozniony,pogoda,> 3h,A34D9AAC,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
375,2087550,2017-07-05 14:11:30.059191,przepelniony,brak powodu,nie dotarlem na miejsce,06C5E680,pl,bezposredni,,ZZ,wyplacony,,,1200.00,600.00,2,25,25,600,300
376,2114727,2017-09-26 15:38:22.355654,opozniony,pogoda,> 3h,F538147C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
377,2105854,2017-08-30 09:53:04.963079,opozniony,pogoda,> 3h,10666143,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
378,2103505,2017-08-21 10:30:24.451980,opozniony,pogoda,> 3h,79CA9826,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
379,2105992,2017-08-30 10:59:21.571350,opozniony,pogoda,> 3h,383D1C7D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
380,2103730,2017-08-22 07:23:39.463086,opozniony,pogoda,> 3h,08661EDD,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
381,2114775,2017-09-27 09:17:58.896423,opozniony,pogoda,> 3h,48CD7AA4,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
382,2103760,2017-08-22 08:18:37.459942,opozniony,pogoda,> 3h,19167469,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
383,2111077,2017-09-15 09:28:00.097886,opozniony,pogoda,> 3h,6BFED684,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
384,2106237,2017-08-30 13:24:32.258079,opozniony,pogoda,> 3h,3D28A708,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
385,2103900,2017-08-22 12:29:38.328149,anulowany,pogoda,nie dotarlem na miejsce,600D3628,en,bezposredni,,ZZ,wyplacony,,,900.00,300.00,3,25,25,600,200
386,2103887,2017-08-22 12:26:42.891266,opozniony,pogoda,> 3h,41D6934F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
387,2108509,2017-09-07 07:51:01.725005,anulowany,strajk,> 4h,BFD02322,pl,bezposredni,,PL,wyplacony,,,800.00,400.00,2,25,25,400,200
388,2122076,2017-10-19 14:41:32.783119,opozniony,pogoda,> 3h,A9B0A980,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
389,2104032,2017-08-23 06:24:29.016035,opozniony,pogoda,> 3h,63574293,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
390,2142519,2017-12-18 15:26:08.702159,opozniony,pogoda,> 3h,021458BA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
391,2106404,2017-08-30 15:30:56.728870,opozniony,pogoda,> 3h,A4B8FCA0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
392,2111147,2017-09-15 10:46:46.795207,opozniony,pogoda,> 3h,AA82CE21,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
393,2104228,2017-08-23 13:42:15.001418,opozniony,pogoda,> 3h,FD5E38BC,en,bezposredni,,ZZ,wyplacony,,,1200.00,600.00,2,25,25,600,300
394,2105423,2017-08-29 11:41:28.171042,opozniony,pogoda,> 3h,0C492336,en,bezposredni,,ZZ,wyplacony,,,250.00,200.00,1,25,25,50,50
395,2104214,2017-08-23 13:38:33.588599,opozniony,pogoda,> 3h,59BE7C41,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
396,2106441,2017-08-30 19:22:06.159342,opozniony,pogoda,> 3h,79306969,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
397,2063180,2017-03-28 13:08:54.821800,opozniony,brak powodu,> 3h,F479FC2F,en,posredni,,PL,wyplacony,,,250.00,150.00,1,35,15,100,100
398,2125749,2017-11-02 13:17:45.307185,opozniony,pogoda,> 3h,9044EA5E,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
399,2106455,2017-08-30 19:26:40.546529,opozniony,pogoda,> 3h,F538147C,en,bezposredni,,ZZ,wyplacony,,,250.00,100.00,1,25,25,150,150
400,2111208,2017-09-18 06:27:53.303575,anulowany,brak powodu,> 4h,E1CE4261,en,bezposredni,,PL,wyplacony,,,500.00,136.00,2,25,25,364,182
401,2106475,2017-08-31 05:34:58.782841,opozniony,pogoda,> 3h,A94A1F05,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
402,2106464,2017-08-31 05:20:06.082699,opozniony,brak powodu,> 3h,003DAA5F,en,bezposredni,,PL,wyplacony,,,250.00,100.00,1,25,25,150,150
403,2104244,2017-08-23 14:31:34.723260,opozniony,pogoda,> 3h,1BC95909,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
404,2106567,2017-08-31 08:35:43.187999,opozniony,pogoda,> 3h,1EF820A0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
405,2111228,2017-09-18 08:00:30.042207,opozniony,pogoda,> 3h,D502C089,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
406,2114816,2017-09-27 09:33:59.694980,opozniony,brak powodu,> 3h,D19AE020,pl,bezposredni,,PL,wyplacony,,,250.00,90.00,1,25,25,160,160
407,2111242,2017-09-18 08:03:45.204141,opozniony,pogoda,> 3h,D6566C44,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
408,2106702,2017-08-31 12:37:28.174576,opozniony,pogoda,> 3h,E2A12582,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
409,2104377,2017-08-24 10:10:35.585925,opozniony,pogoda,> 3h,408B572E,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
410,2106718,2017-08-31 12:40:33.553533,opozniony,pogoda,> 3h,2A5B3B2F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
411,2106809,2017-09-01 05:18:16.127186,opozniony,pogoda,> 3h,8F469550,en,bezposredni,,IE,wyplacony,,,500.00,200.00,2,25,25,300,150
412,2059437,2017-03-13 10:03:04.429247,opozniony,pogoda,> 3h,8F469550,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
413,2114903,2017-09-27 10:22:45.628509,opozniony,pogoda,> 3h,DD9FA47A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
414,2109184,2017-09-11 09:04:45.356169,opozniony,pogoda,> 3h,5806D665,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
415,2109215,2017-09-11 09:13:04.557188,opozniony,pogoda,> 3h,CDD382D2,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
416,2067113,2017-04-18 07:14:51.306022,opozniony,pogoda,> 3h,4DE944FC,en,bezposredni,,ZZ,wyplacony,,,500.00,250.00,2,25,25,250,125
417,2106884,2017-09-01 06:07:15.573369,opozniony,pogoda,> 3h,4D464D9F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
418,2106917,2017-09-01 06:19:47.612403,opozniony,pogoda,> 3h,5037278F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
419,2106980,2017-09-01 07:30:31.000650,opozniony,brak powodu,> 3h,1B0DF4DF,en,bezposredni,,PL,wyplacony,,,1800.00,750.00,3,25,25,1050,350
420,2104524,2017-08-24 11:49:03.676294,opozniony,pogoda,> 3h,C6AA48BD,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
421,2109248,2017-09-11 09:20:14.032188,opozniony,pogoda,> 3h,62B45373,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
422,2109276,2017-09-11 09:26:42.049012,opozniony,pogoda,> 3h,0E1134D5,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
423,2111348,2017-09-18 09:59:13.818129,opozniony,pogoda,> 3h,49E656B2,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
424,2110996,2017-09-15 07:59:25.914666,opozniony,brak powodu,> 3h,7F8ECB74,en,bezposredni,,PL,wyplacony,,,500.00,250.00,2,25,25,250,125
425,2114950,2017-09-27 12:13:59.707894,opozniony,pogoda,> 3h,59E24922,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
426,2106981,2017-09-01 07:49:03.267419,opozniony,pogoda,> 3h,9658CE0A,en,bezposredni,,ZZ,wyplacony,,,500.00,150.00,2,25,25,350,175
427,2104744,2017-08-25 07:38:56.147945,opozniony,pogoda,> 3h,83648B2C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
428,2104638,2017-08-24 18:48:02.921075,opozniony,pogoda,> 3h,E879A726,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
429,2063696,2017-03-29 18:13:59.955005,opozniony,brak powodu,> 3h,A3F7D6EB,en,bezposredni,,ZZ,wyplacony,,,600.00,250.00,1,25,25,350,350
430,2107021,2017-09-01 08:05:34.883445,opozniony,pogoda,> 3h,083B0441,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
431,2106991,2017-09-01 07:51:19.839556,opozniony,pogoda,> 3h,5B10D260,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
432,2101137,2017-08-10 19:43:55.603716,opozniony,brak powodu,> 3h,1B0DF4DF,en,bezposredni,,PL,wyplacony,,,1800.00,600.00,3,25,25,1200,400
433,2104713,2017-08-25 06:07:31.284454,opozniony,pogoda,> 3h,6350AC53,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
434,2107007,2017-09-01 07:54:22.694749,opozniony,pogoda,> 3h,A4B8FCA0,en,bezposredni,,ZZ,wyplacony,,,1200.00,478.00,2,25,25,722,361
435,2114987,2017-09-27 12:38:03.417265,opozniony,pogoda,> 3h,896D905A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
436,2104663,2017-08-25 05:36:40.886068,opozniony,pogoda,> 3h,0C6F7237,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
437,2104688,2017-08-25 05:57:17.617466,opozniony,pogoda,> 3h,6B73D3DA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
438,2107272,2017-09-01 12:32:49.807944,opozniony,pogoda,> 3h,A114DFD0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
439,2107052,2017-09-01 09:19:56.917133,opozniony,pogoda,> 3h,1548C6E9,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
440,2104768,2017-08-25 08:10:12.778252,opozniony,pogoda,> 3h,A114DFD0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
441,2096090,2017-07-28 08:02:22.196380,opozniony,pogoda,> 3h,331C8EE2,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
442,2109370,2017-09-11 13:11:58.053342,opozniony,pogoda,> 3h,98A6E3E6,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
443,2107313,2017-09-04 07:17:08.092135,opozniony,pogoda,> 3h,E4F88377,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
444,2107421,2017-09-04 09:23:05.894300,opozniony,pogoda,> 3h,7E3C1B9F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
445,2107437,2017-09-04 09:26:08.257109,opozniony,pogoda,> 3h,1D00AC1F,en,bezposredni,,ZZ,wyplacony,,,600.00,300.00,1,25,25,300,300
446,2110669,2017-09-14 10:14:05.644490,opozniony,pogoda,> 3h,64D2F7F3,en,bezposredni,,ZZ,wyplacony,,,250.00,100.00,1,25,25,150,150
447,2107449,2017-09-04 09:43:52.811096,opozniony,pogoda,> 3h,26FFFD37,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
448,2118680,2017-10-09 06:17:30.530138,opozniony,pogoda,> 3h,DE40CC93,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
449,2107555,2017-09-04 12:24:11.147555,opozniony,pogoda,> 3h,3E355444,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
450,2107980,2017-09-06 08:16:03.579926,opozniony,pogoda,> 4h,FFEFB73A,en,bezposredni,,ZZ,wyplacony,,,500.00,250.00,4,25,25,250,62.5
451,2109948,2017-09-12 15:40:32.749542,opozniony,pogoda,> 4h,FFEFB73A,en,bezposredni,,ZZ,wyplacony,,,500.00,245.28,4,25,25,254.72,63.68
452,2070522,2017-05-05 08:28:59.238774,opozniony,brak powodu,> 3h,63108D9F,en,bezposredni,,ZZ,wyplacony,,,400.00,300.00,1,25,25,100,100
453,2107686,2017-09-05 07:13:10.300538,opozniony,pogoda,> 3h,4148EDC5,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
454,2111824,2017-09-19 12:08:21.168997,opozniony,pogoda,> 3h,4C7C56A7,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
455,2107718,2017-09-05 07:52:32.408264,opozniony,pogoda,> 3h,2C657439,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
456,2110156,2017-09-13 11:43:16.947330,opozniony,pogoda,> 3h,6C99B70D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
457,2073186,2017-05-16 07:20:47.169392,anulowany,brak powodu,> 4h,F7B7A8BB,en,bezposredni,,PL,wyplacony,,,2000.00,1200.00,5,25,25,800,160
458,2068279,2017-04-24 09:27:03.240338,opozniony,pogoda,> 3h,85BCD0DF,en,bezposredni,,ZZ,wyplacony,,,500.00,250.00,2,25,25,250,125
459,2073198,2017-05-16 07:59:14.557264,opozniony,pogoda,> 3h,2EBAC941,en,bezposredni,,ZZ,wyplacony,,,500.00,250.00,2,25,25,250,125
460,2111971,2017-09-19 13:25:06.517393,opozniony,pogoda,> 3h,1548C6E9,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
461,2110334,2017-09-13 14:00:03.849240,opozniony,pogoda,> 3h,B75E1DB3,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
462,2108840,2017-09-08 05:26:08.890929,opozniony,pogoda,> 4h,48407A31,en,bezposredni,,ZZ,wyplacony,,,500.00,160.00,2,25,25,340,170
463,2107807,2017-09-06 06:09:28.814351,opozniony,pogoda,> 3h,83648B2C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
464,2115277,2017-09-28 09:08:22.015075,opozniony,pogoda,> 3h,B2259687,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
465,2115261,2017-09-28 09:03:58.795718,opozniony,pogoda,> 3h,9B8DA43E,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
466,2118811,2017-10-09 07:44:08.660775,opozniony,pogoda,> 3h,32824A94,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
467,2115308,2017-09-28 09:35:40.397097,opozniony,pogoda,> 3h,285D4259,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
468,2110444,2017-09-14 06:05:32.081252,opozniony,pogoda,> 3h,E78278F8,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
469,2136308,2017-11-30 12:07:49.836495,opozniony,pogoda,> 3h,82EAEDBF,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
470,2110473,2017-09-14 07:15:23.497447,opozniony,pogoda,> 3h,9681306A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
471,2110511,2017-09-14 07:58:29.362754,opozniony,pogoda,> 3h,E5F49C7A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
472,2112270,2017-09-20 09:04:56.752791,opozniony,pogoda,> 3h,3160177F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
473,2112407,2017-09-20 10:54:42.584535,opozniony,pogoda,> 3h,9DD6D1A0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
474,2149607,2018-01-17 08:35:39.092451,opozniony,pogoda,> 3h,9E93E462,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
475,2118853,2017-10-09 08:29:35.114778,opozniony,pogoda,> 3h,EA3A7837,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
476,2118949,2017-10-09 09:16:53.270629,opozniony,pogoda,> 3h,2AB2D2E8,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
477,2112512,2017-09-21 05:07:12.074474,opozniony,pogoda,> 3h,AA143614,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
478,2112514,2017-09-21 05:24:39.710702,opozniony,pogoda,> 3h,5FCC85AE,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
479,2112674,2017-09-21 07:50:07.117701,opozniony,pogoda,> 3h,EA9EB2F9,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
480,2112625,2017-09-21 07:38:50.398962,opozniony,pogoda,> 3h,77654AFC,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
481,2112560,2017-09-21 07:24:10.143256,opozniony,pogoda,> 3h,6EC4BCB4,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
482,2112552,2017-09-21 07:22:40.449892,opozniony,pogoda,> 3h,B04DDBD7,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
483,2115754,2017-09-28 14:20:28.146110,opozniony,pogoda,> 3h,F251282B,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
484,2112853,2017-09-21 09:05:48.167633,opozniony,pogoda,> 3h,E28CE821,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
485,2112885,2017-09-21 12:30:49.610815,opozniony,pogoda,> 3h,E83C22F6,en,bezposredni,,ZZ,wyplacony,,,500.00,250.00,2,25,25,250,125
486,2115936,2017-09-29 08:43:24.033307,opozniony,pogoda,> 3h,0AD1FDD6,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
487,2115902,2017-09-29 08:27:51.471616,opozniony,pogoda,> 3h,C4300DBF,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
488,2125878,2017-11-02 13:57:14.231315,opozniony,pogoda,> 3h,9E93E462,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
489,2113011,2017-09-22 06:29:37.474652,opozniony,pogoda,> 3h,A4253C41,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
